property,def,superPropertyList
http://purl.obolibrary.org/obo/RO_0000058,"A relationship between a generically dependent continuant and a specifically dependent continuant, in which the generically dependent continuant depends on some independent continuant in virtue of the fact that the specifically dependent continuant also depends on that same independent continuant. A generically dependent continuant may be concretized as multiple specifically dependent continuants.",
http://purl.obolibrary.org/obo/RO_0001001,"a relation between two distinct material entities, the old entity and the new entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity",
http://purl.obolibrary.org/obo/RO_HOM0000057,"Parallelism that involves morphologically very similar structures, occurring only within some members of a taxon and absent in the common ancestor (which possessed the developmental basis to develop this character).",http://purl.obolibrary.org/obo/RO_HOM0000058 http://purl.obolibrary.org/obo/RO_HOM0000005
http://purl.obolibrary.org/obo/RO_0002600,"Holds between a material entity c and a pathological process p if and only if c is capable of some activity a, where a negatively regulates p.",http://purl.obolibrary.org/obo/RO_0002598
http://purl.obolibrary.org/obo/RO_0002131,x overlaps y if and only if there exists some z such that x has part z and z part of y,http://purl.obolibrary.org/obo/RO_0002323
http://purl.obolibrary.org/obo/RO_0002473,x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.,http://purl.obolibrary.org/obo/BFO_0000051
http://purl.obolibrary.org/obo/RO_0002458,,http://purl.obolibrary.org/obo/RO_0002438
http://purl.obolibrary.org/obo/RO_0002406,p directly activates q if and only if p is immediately upstream of q and p is the realization of a function to increase the rate or activity of q,http://purl.obolibrary.org/obo/RO_0002629
http://purl.obolibrary.org/obo/RO_0002555,,http://purl.obolibrary.org/obo/RO_0002574
http://purl.obolibrary.org/obo/RO_0002379,x spatially_coextensive_with y if and inly if x and y have the same location,http://purl.obolibrary.org/obo/RO_0002131
http://purl.obolibrary.org/obo/RO_0002301,,http://purl.obolibrary.org/obo/RO_0002552
http://purl.obolibrary.org/obo/RO_0001018,,
http://purl.obolibrary.org/obo/RO_0000080,"a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence",http://purl.obolibrary.org/obo/RO_0000052
http://purl.obolibrary.org/obo/RO_HOM0000002,Similarity that results from independent evolution.,http://purl.obolibrary.org/obo/RO_HOM0000000
http://purl.obolibrary.org/obo/BFO_0000067,[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t,
http://purl.obolibrary.org/obo/RO_0002384,"x has developmental potential involving y iff x is capable of a developmental process with output y. y may be the successor of x, or may be a different structure in the vicinity (as for example in the case of developmental induction).",http://purl.obolibrary.org/obo/RO_0002324
http://purl.obolibrary.org/obo/RO_HOM0000060,Between-species paralogy that involves single copy paralogs resulting from reciprocal gene loss.,http://purl.obolibrary.org/obo/RO_HOM0000050 http://purl.obolibrary.org/obo/RO_HOM0000019
http://purl.obolibrary.org/obo/RO_0002235,A parasite-of relationship in which the host is a plant and the parasite that attaches to the host stem (PO:0009047),http://purl.obolibrary.org/obo/RO_0002444
http://purl.obolibrary.org/obo/RO_0002640,A sub-relation of endoparasite-of in which the parasite inhabits host cells.,http://purl.obolibrary.org/obo/RO_0002634
http://purl.obolibrary.org/obo/RO_0000079,"a relation between a function and an independent continuant (the bearer), in which the function specifically depends on the bearer for its existence",http://purl.obolibrary.org/obo/RO_0000052
http://purl.obolibrary.org/obo/RO_0002459,,http://purl.obolibrary.org/obo/RO_0002574
http://purl.obolibrary.org/obo/RO_0002447,,http://purl.obolibrary.org/obo/RO_0002436
http://purl.obolibrary.org/obo/RO_0002407,p directly activates q if and only if p is immediately upstream of q and p is the realization of a function to increase the rate or activity of q,http://purl.obolibrary.org/obo/RO_0002213
http://purl.obolibrary.org/obo/RO_0002556,,http://purl.obolibrary.org/obo/RO_0002454
http://purl.obolibrary.org/obo/RO_0002435,,http://purl.obolibrary.org/obo/RO_0002434
http://purl.obolibrary.org/obo/RO_0002326,,http://purl.obolibrary.org/obo/RO_0002216 http://purl.obolibrary.org/obo/RO_0002329
http://purl.obolibrary.org/obo/RO_HOM0000009,Homoplasy that involves phenotypes similar to those seen in ancestors within the lineage.,http://purl.obolibrary.org/obo/RO_HOM0000002
http://purl.obolibrary.org/obo/RO_0002609,"A relationship that holds between two entities, where the relationship holds based on the presence or absence of statistical dependence relationship. The entities may be statistical variables, or they may be other kinds of entities such as diseases, chemical entities or processes.",
http://purl.obolibrary.org/obo/RO_0002101,"relationship between a neuron and a neuron projection bundle (e.g.- tract or nerve bundle) that one or more of its projections travels through.
",http://purl.obolibrary.org/obo/RO_0002131
http://purl.obolibrary.org/obo/RO_0002410,This relation groups causal relations between material entities and causal relations between processes,http://purl.obolibrary.org/obo/RO_0002609
http://purl.obolibrary.org/obo/RO_0002638,A sub-relation of endoparasite-of in which the parasite inhabits the spaces between host cells.,http://purl.obolibrary.org/obo/RO_0002634
http://purl.obolibrary.org/obo/RO_HOM0000016,Structural homology that involves a pseudogenic feature and its functional ancestor.,http://purl.obolibrary.org/obo/RO_HOM0000006
http://purl.obolibrary.org/obo/RO_0002245,"g is over-expressed in t iff g is expressed in t, and the expression level of g is increased relative to some background.",http://purl.obolibrary.org/obo/RO_0002206
http://purl.obolibrary.org/obo/RO_0002576,,http://purl.obolibrary.org/obo/BFO_0000050
http://purl.obolibrary.org/obo/RO_0002455,,http://purl.obolibrary.org/obo/RO_0002442
http://purl.obolibrary.org/obo/RO_0002564,,http://purl.obolibrary.org/obo/RO_0002563
http://purl.obolibrary.org/obo/RO_0002201,,http://www.w3.org/2002/07/owl#topObjectProperty
http://purl.obolibrary.org/obo/RO_0002322,,http://purl.obolibrary.org/obo/RO_0002321
http://purl.obolibrary.org/obo/RO_0002418,"p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.",http://purl.obolibrary.org/obo/RO_0002501
http://purl.obolibrary.org/obo/RO_0002432,c executes activity in d if and only if c enables p and p occurs_in d,http://purl.obolibrary.org/obo/RO_0002328
http://purl.obolibrary.org/obo/RO_0002321,A relationship that is mediated in some way by the environment or environmental feature (ENVO:00002297),
http://purl.obolibrary.org/obo/RO_0001000,"a relation between two distinct material entities, the new entity and the old entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity",
http://purl.obolibrary.org/obo/RO_HOM0000031,Paedomorphosis that is produced by precocious sexual maturation of an organism still in a morphologically juvenile stage.,http://purl.obolibrary.org/obo/RO_HOM0000029
http://purl.obolibrary.org/obo/RO_0002170,"a is connected to b if and only if a and b are discrete structure, and there exists some connecting structure c, such that c connects a and b",http://purl.obolibrary.org/obo/RO_0002323
http://purl.obolibrary.org/obo/RO_0002208,A parasite that kills or sterilizes its host,http://purl.obolibrary.org/obo/RO_0002444
http://purl.obolibrary.org/obo/RO_0002530,"x is immediately downstream of the sequence of y iff either (1) x and y have sequence units, and all units of x are downstream of all units of y, and x is sequentially adjacent to y, or (2) x and y are sequence units, in which case the immediately downstream relation is primitive and defined by context: for DNA bases, y would be adjacent and 5' to y",http://purl.obolibrary.org/obo/RO_0002515 http://purl.obolibrary.org/obo/RO_0002529
http://purl.obolibrary.org/obo/RO_0002206,"x expressed in y if and only if there is a gene expression process (GO:0010467) that occurs in y, and one of the following holds: (i) x is a gene, and x is transcribed into a transcript as part of the gene expression process (ii) x is a transcript, and the transcription of x is part of the gene expression process (iii) x is a mature gene product such as a protein, and x was translated or otherwise processes from a transcript that was transcribed as part of this gene expression process",http://purl.obolibrary.org/obo/RO_0002330
http://purl.obolibrary.org/obo/RO_HOM0000023,Paralogy that results from a lineage-specific duplication subsequent to a given speciation event.,http://purl.obolibrary.org/obo/RO_HOM0000011
http://purl.obolibrary.org/obo/RO_0002335,,http://purl.obolibrary.org/obo/RO_0002334
http://purl.obolibrary.org/obo/RO_0002468,,http://purl.obolibrary.org/obo/RO_0002465
http://purl.obolibrary.org/obo/RO_0002456,,http://purl.obolibrary.org/obo/RO_0002442
http://purl.obolibrary.org/obo/RO_0002512,x is the ribosomal translation of y if and only if a ribosome reads x through a series of triplet codon-amino acid adaptor activities (GO:0030533) and produces y,http://purl.obolibrary.org/obo/RO_0002330
http://purl.obolibrary.org/obo/RO_0002444,,http://purl.obolibrary.org/obo/RO_0002443 http://purl.obolibrary.org/obo/RO_0002454
http://purl.obolibrary.org/obo/RO_0002568,"m1 has_muscle_antagonist m2 iff m1 has_muscle_insertion s, m2 has_muscle_insection s, m1 acts in opposition to m2, and m2 is responsible for returning the structure to its initial position.",http://purl.obolibrary.org/obo/RO_0002567
http://purl.obolibrary.org/obo/RO_0002513,inverse of ribosomal translation of,http://purl.obolibrary.org/obo/RO_0002330
http://purl.obolibrary.org/obo/RO_0002507,"s determined by f if and only if s is a type of system, and f is a material entity that is part of s, such that f exerts a strong causal influence on the functioning of s, and the removal of f would cause the collapse of s.",http://purl.obolibrary.org/obo/BFO_0000050 http://purl.obolibrary.org/obo/RO_0002559 http://purl.obolibrary.org/obo/RO_0002509
http://purl.obolibrary.org/obo/RO_0002527,x does not overlaps the sequence of x if and only if there is no z such that x has a subsequence z and z is a subsequence of y.,http://purl.obolibrary.org/obo/RO_0002514
http://purl.obolibrary.org/obo/RO_0002338,This relationship holds between p and l when p is a transport or localization process in which the outcome is to move some cargo c from some initial location l to some destination.,http://purl.obolibrary.org/obo/RO_0002344
http://purl.obolibrary.org/obo/RO_0002150,X continuous_with Y if and only if X and Y share a fiat boundary.,http://purl.obolibrary.org/obo/RO_0002323
http://purl.obolibrary.org/obo/RO_HOM0000061,Xenology that involves genes that ended up in a given genome as a result of a combination of vertical inheritance and horizontal gene transfer.,http://purl.obolibrary.org/obo/RO_HOM0000018
http://purl.obolibrary.org/obo/RO_0002227,A sub-relation of parasite-of in which the parasite that cannot complete its life cycle without a host.,http://purl.obolibrary.org/obo/RO_0002444
http://purl.obolibrary.org/obo/RO_0002439,"An interaction relationship involving a predation process, where the subject kills the target in order to eat it or to feed to siblings, offspring or group members",http://purl.obolibrary.org/obo/RO_0002438
http://purl.obolibrary.org/obo/RO_0002509,"s 'determined by part of' w if and only if there exists some f such that (1) s 'determined by' f and (2) f part_of w, or f=w.",http://purl.obolibrary.org/obo/RO_0002506 http://purl.obolibrary.org/obo/RO_0002131
http://purl.obolibrary.org/obo/RO_0002009,"A relation that applies between a cell(c) and a gene(g) , where the process of 'transcription, DNA templated (GO_0006351)' is occuring in in cell c and that process has input gene g.",http://purl.obolibrary.org/obo/RO_0002292
http://purl.obolibrary.org/obo/RO_0002121,"Relation between a neuron and some structure  (e.g.- a brain region) in which its dendrite receives synaptic input.

	",http://purl.obolibrary.org/obo/RO_0002110
http://purl.obolibrary.org/obo/RO_0002203,,http://purl.obolibrary.org/obo/RO_0002388 http://purl.obolibrary.org/obo/RO_0002286 http://purl.obolibrary.org/obo/RO_0002387
http://purl.obolibrary.org/obo/RO_0002303,"x 'has habitat' y if and only if: x is an organism, y is a habitat, and y can sustain and allow the growth of a population of xs.",http://purl.obolibrary.org/obo/RO_0002321
http://purl.obolibrary.org/obo/RO_0002469,,http://purl.obolibrary.org/obo/RO_0002438
http://purl.obolibrary.org/obo/RO_0002336,,http://purl.obolibrary.org/obo/RO_0002334
http://purl.obolibrary.org/obo/RO_0002457,,http://purl.obolibrary.org/obo/RO_0002438
http://purl.obolibrary.org/obo/RO_0002224,"x starts with y if and only if x has part y and the time point at which x starts is equivalent to the time point at which y starts. Formally: α(y) = α(x) ∧ ω(y) < ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.",http://purl.obolibrary.org/obo/RO_0002222 http://purl.obolibrary.org/obo/BFO_0000051
http://purl.obolibrary.org/obo/RO_0002445,,http://purl.obolibrary.org/obo/RO_0002443 http://purl.obolibrary.org/obo/RO_0002453
http://purl.obolibrary.org/obo/RO_0000087,"a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence",http://purl.obolibrary.org/obo/RO_0000053
http://purl.obolibrary.org/obo/RO_0003308,A relationship between an entity and a condition (phenotype or disease) with which it exhibits a statistical dependence relationship.,http://purl.obolibrary.org/obo/RO_0002610
http://purl.obolibrary.org/obo/RO_0002104,"Holds between a cell c and a protein complex or protein p if and only if that cell has as part a plasma_membrane[GO:0005886], and that plasma membrane has p as part.",http://purl.obolibrary.org/obo/BFO_0000051
http://purl.obolibrary.org/obo/RO_0002178,"Relation between an arterial structure and another structure, where the arterial structure acts as a conduit channeling fluid, substance or energy.",http://purl.obolibrary.org/obo/RO_0002170
http://purl.obolibrary.org/obo/RO_0002200,"A relationship that holds between a biological entity and a phenotype. Here a phenotype is construed broadly as any kind of quality of an organism part, a collection of these qualities, or a change in quality or qualities (e.g. abnormally increased temperature). The subject of this relationship can be an organism (where the organism has the phenotype, i.e. the qualities inhere in parts of this organism), a genomic entity such as a gene or genotype (if modifications of the gene or the genotype causes the phenotype), or a condition such as a disease (such that if the condition inheres in an organism, then the organism has the phenotype).",http://www.w3.org/2002/07/owl#topObjectProperty
http://purl.obolibrary.org/obo/RO_0003306,"A relationship between an entity (a genotype, genetic variation or environment) and a condition (a phenotype or disease) where the entity influences the frequency of the condition in a population.",http://purl.obolibrary.org/obo/RO_0003304
http://purl.obolibrary.org/obo/RO_0002377,"x distributary_of y if and only if x is capable of channeling the flow of a substance to y, where y channels less of the substance than x",http://purl.obolibrary.org/obo/RO_0002375
http://purl.obolibrary.org/obo/RO_HOM0000050,Paralogy that involves genes from different species.,http://purl.obolibrary.org/obo/RO_HOM0000011
http://purl.obolibrary.org/obo/RO_0002523,inverse of bounds sequence of,http://purl.obolibrary.org/obo/RO_0002514
http://purl.obolibrary.org/obo/RO_0002243,A broad relationship between an exposure event or process and a the material an agent takes from the source to the target.,http://purl.obolibrary.org/obo/RO_0002244
http://purl.obolibrary.org/obo/RO_0002437,An interaction relationship in which at least one of the partners is an organism and the other is either an organism or an abiotic entity with which the organism interacts.,http://purl.obolibrary.org/obo/RO_0002434 http://purl.obolibrary.org/obo/RO_0002321
http://purl.obolibrary.org/obo/RO_HOM0000018,Historical homology that is characterized by an interspecies (horizontal) transfer since the common ancestor.,http://purl.obolibrary.org/obo/RO_HOM0000007
http://purl.obolibrary.org/obo/RO_0002426,,http://purl.obolibrary.org/obo/RO_0002424
http://purl.obolibrary.org/obo/RO_HOM0000008,"Homology that is defined by sharing of a set of developmental constraints, caused by locally acting self-regulatory mechanisms of differentiation, between individualized parts of the phenotype.",http://purl.obolibrary.org/obo/RO_HOM0000001
http://purl.obolibrary.org/obo/RO_0002511,,http://purl.obolibrary.org/obo/RO_0002330
http://purl.obolibrary.org/obo/RO_HOM0000030,"Heterochronous homology that is produced by a maturation of individuals of a species past adulthood, which take on hitherto unseen traits.",http://purl.obolibrary.org/obo/RO_HOM0000028
http://purl.obolibrary.org/obo/RO_0002217,x actively participates in y if and only if x participates in y and x realizes some active role,http://purl.obolibrary.org/obo/RO_0000056
http://purl.obolibrary.org/obo/RO_0002559,,http://purl.obolibrary.org/obo/RO_0002506
http://purl.obolibrary.org/obo/RO_0002374,"x has_fused_element y iff: there exists some z : x has_part z, z homologous_to y, and y is a distinct element, the boundary between x and z is largely fiat",http://purl.obolibrary.org/obo/RO_0002320
http://purl.obolibrary.org/obo/RO_0002529,"x is downstream of the sequence of y iff either (1) x and y have sequence units, and all units of x are downstream of all units of y, or (2) x and y are sequence units, and x is either immediately downstream of y, or transitively downstream of y.",http://purl.obolibrary.org/obo/RO_0002527
http://purl.obolibrary.org/obo/RO_0002371,"a is attached to b if and only if a and b are discrete objects or object parts, and there are physical connections between a and b such that a force pulling a will move b, or a force pulling b will move a",http://purl.obolibrary.org/obo/RO_0002170 http://purl.obolibrary.org/obo/RO_0002177
http://purl.obolibrary.org/obo/RO_0003303,"A relationship between an entity (a genotype, genetic variation or environment) and a condition (a phenotype or disease) where the entity has a causal role for the condition.",http://purl.obolibrary.org/obo/RO_0003302
http://purl.obolibrary.org/obo/RO_0002090,,http://purl.obolibrary.org/obo/BFO_0000063
http://purl.obolibrary.org/obo/RO_HOM0000066,Biological homology that involves parts of the same organism.,http://purl.obolibrary.org/obo/RO_HOM0000008
http://purl.obolibrary.org/obo/RO_0002313,Holds between p and c when p is a transportation or localization process and the outcome of this process is to regulate the location of c,http://purl.obolibrary.org/obo/RO_0002337 http://purl.obolibrary.org/obo/RO_0000057
http://purl.obolibrary.org/obo/RO_0003000,"a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.",
http://purl.obolibrary.org/obo/RO_0002109,Relation between a muscle and a motor neuron that synapses to it via a type Ib bouton.,http://purl.obolibrary.org/obo/RO_0002103
http://purl.obolibrary.org/obo/RO_0002403,,http://purl.obolibrary.org/obo/RO_0002234
http://purl.obolibrary.org/obo/RO_0002633,,http://purl.obolibrary.org/obo/RO_0002445
http://purl.obolibrary.org/obo/RO_0002209,,http://purl.obolibrary.org/obo/RO_0002445
http://purl.obolibrary.org/obo/RO_0002427,,http://purl.obolibrary.org/obo/RO_0002501
http://purl.obolibrary.org/obo/RO_0002207,"Candidate definition: x directly_develops from y if and only if there exists some developmental process (GO:0032502) p such that x and y both participates in p, and x is the output of p and y is the input of p, and a substantial portion of the matter of y comes from x, and the start of x is coincident with or after the end of y",http://purl.obolibrary.org/obo/RO_0002202
http://purl.obolibrary.org/obo/RO_HOM0000022,Paralogy that results from a whole genome duplication event.,http://purl.obolibrary.org/obo/RO_HOM0000011
http://purl.obolibrary.org/obo/RO_0002214,"x has prototype y if and only if x is an instance of C and y is a prototypical instance of C. For example, every instance of heart, both normal and abnormal is related by the has prototype relation to some instance of a ""canonical"" heart, which participates in blood circulation.",
http://purl.obolibrary.org/obo/RO_0001021,"A relation between a material entity and a condition (a phenotype or disease) of a host, in which the material entity is part of the host itself, and the condition results in pathological processes that include an abnormally strong immune response against the material entity.",http://purl.obolibrary.org/obo/RO_0003302
http://purl.obolibrary.org/obo/RO_0002402,"p has direct input c iff c is a participanti n p, c is present at the end of p, and c is not present at the beginning of c. ",
http://purl.obolibrary.org/obo/RO_0000091,"a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence",http://purl.obolibrary.org/obo/RO_0000053
http://purl.obolibrary.org/obo/RO_0002641,,http://purl.obolibrary.org/obo/RO_0002635
http://purl.obolibrary.org/obo/RO_0002007,"X outer_layer_of Y iff:
. X :continuant that bearer_of some PATO:laminar
. X part_of Y
. exists Z :surface
. X has_boundary Z
. Z boundary_of Y

has_boundary: http://purl.obolibrary.org/obo/RO_0002002
boundary_of: http://purl.obolibrary.org/obo/RO_0002000",http://purl.obolibrary.org/obo/BFO_0000050
http://purl.obolibrary.org/obo/RO_0000057,"a relation between a process and a continuant, in which the continuant is somehow involved in the process",
http://purl.obolibrary.org/obo/RO_0002598,"Holds between c and p if and only if c is capable of some activity a, and a positively regulates p.",http://purl.obolibrary.org/obo/RO_0002596
http://purl.obolibrary.org/obo/RO_0002378,x anabranch_of y if x is a distributary of y (i.e. it channels a from a larger flow from y) and x ultimately channels the flow back into y.,
http://purl.obolibrary.org/obo/RO_0002480,An interaction relation between x and y in which x catalyzes a reaction in which one or more ubiquitin groups are added to y,http://purl.obolibrary.org/obo/RO_0002436
http://purl.obolibrary.org/obo/RO_0002258,"Candidate definition: x developmentally related to y if and only if there exists some developmental process (GO:0032502) p such that x and y both participates in p, and x is the output of p and y is the input of p",http://purl.obolibrary.org/obo/RO_0002324
http://purl.obolibrary.org/obo/RO_HOM0000024,Paralogy that results from a duplication preceding a given speciation event.,http://purl.obolibrary.org/obo/RO_HOM0000011
http://purl.obolibrary.org/obo/RO_0002569,,http://purl.obolibrary.org/obo/RO_0002375
http://purl.obolibrary.org/obo/RO_0002531,inverse of immediately downstream of,http://purl.obolibrary.org/obo/RO_0002528 http://purl.obolibrary.org/obo/RO_0002515
http://purl.obolibrary.org/obo/RO_0002557,,http://purl.obolibrary.org/obo/RO_0002453
http://purl.obolibrary.org/obo/RO_0002424,,
http://purl.obolibrary.org/obo/RO_0002327,,http://purl.obolibrary.org/obo/RO_0002215
http://purl.obolibrary.org/obo/RO_HOM0000006,Homology that is defined by similarity with regard to selected structural parameters.,http://purl.obolibrary.org/obo/RO_HOM0000001
http://purl.obolibrary.org/obo/RO_0002240,"A broad relationship between an exposure event or process and any entity (e.g., a human, human population, or a human organ) that interacts with an exposure stressor during the exposure event",http://purl.obolibrary.org/obo/RO_0002244
http://purl.obolibrary.org/obo/RO_0002002,"a relation between a material entity and a 2D immaterial entity (the boundary), in which the boundary delimits the material entity",http://purl.obolibrary.org/obo/RO_0002323
http://purl.obolibrary.org/obo/RO_0002376,"x tributary_of y if and only if x a channel for the flow of a substance into y, where y is larger than x. If x and y are hydrographic features, then y is the main stem of a river, or a lake or bay, but not the sea or ocean. If x and y are anatomical, then y is a vein.",http://purl.obolibrary.org/obo/RO_0002375
http://purl.obolibrary.org/obo/RO_0002211,"x regulates y if and only if the x is the realization of a function to exert an effect on the frequency, rate or extent of y",http://purl.obolibrary.org/obo/RO_0002411
http://purl.obolibrary.org/obo/RO_0002348,p 'results in commitment to' c if and only if p is a developmental process and c is a cell and p results in the state of c changing such that is can only develop into a single cell type.,http://purl.obolibrary.org/obo/RO_0002295
http://purl.obolibrary.org/obo/RO_0002252,"b connecting-branch-of s iff b is connected to s, and there exists some tree-like structure t such that the mereological sum of b plus s is either the same as t or a branching-part-of t.",http://purl.obolibrary.org/obo/RO_0002375
http://purl.obolibrary.org/obo/RO_HOM0000033,Convergence that results from co-evolution usually involving an evolutionary arms race.,http://purl.obolibrary.org/obo/RO_HOM0000004
http://purl.obolibrary.org/obo/RO_HOM0000043,Historical homology that is based on distant shared ancestry.,http://purl.obolibrary.org/obo/RO_HOM0000007
http://purl.obolibrary.org/obo/RO_HOM0000026,"1:many orthology that involves a gene in species A and its ortholog in species B, when duplications more recent than the species split have occurred in species A but not in species B.",http://purl.obolibrary.org/obo/RO_HOM0000034
http://purl.obolibrary.org/obo/RO_0002329,"this relation holds between c and p when c is part of some c', and c' is capable of p.",http://purl.obolibrary.org/obo/RO_0002328
http://purl.obolibrary.org/obo/RO_0002558,,http://purl.obolibrary.org/obo/RO_0002616
http://purl.obolibrary.org/obo/RO_0002425,,http://purl.obolibrary.org/obo/RO_0002424
http://purl.obolibrary.org/obo/RO_HOM0000034,Orthology that involves two genes when duplications more recent than the species split have occurred in one species but not the other.,http://purl.obolibrary.org/obo/RO_HOM0000017 http://purl.obolibrary.org/obo/RO_HOM0000037
http://purl.obolibrary.org/obo/RO_0002401,,
http://purl.obolibrary.org/obo/RO_0002328,,
http://purl.obolibrary.org/obo/RO_HOM0000048,Orthology that involves two genes that experienced duplications more recent than the species split that created them.,http://purl.obolibrary.org/obo/RO_HOM0000036 http://purl.obolibrary.org/obo/RO_HOM0000017
http://purl.obolibrary.org/obo/RO_0002242,A broad relationship between an exposure event or process and a process by which the exposure stressor comes into contact with the exposure receptor,http://purl.obolibrary.org/obo/RO_0002244
