Level	Rule Name	Subject	Property	Value
INFO	lowercase_definition	is opposite of [RO:0002604]	definition [IAO:0000115]	x is the opposite of y if there exists some distance metric M, and there exists no z such as M(x,z) <= M(x,y) or M(y,z) <= M(y,x).	
INFO	lowercase_definition	is indistinguishable from [RO:0002605]	definition [IAO:0000115]	x is indistinguishable from y if there exists some distance metric M, and there exists no z such as M(x,z) <= M(x,y) or M(y,z) <= M(y,x).	
INFO	lowercase_definition	is substance that treats [RO:0002606]	definition [IAO:0000115]	c is a substance that treats d if c is a material entity (such as a small molecule or compound) and d is a pathological process, phenotype or disease, and c is capable of some activity that negative regulates or decreases the magnitude of d.	
INFO	lowercase_definition	is marker for [RO:0002607]	definition [IAO:0000115]	c is marker for d iff the presence or occurrence of d is correlated with the presence of occurrence of c, and the observation of c is used to infer the presence or occurrence of d. Note that this does not imply that c and d are in a direct causal relationship, as it may be the case that there is a third entity e that stands in a direct causal relationship with c and d.	
INFO	lowercase_definition	is representative IRI for equivalence set [RO:0002617]	definition [IAO:0000115]	this property relates an IRI to the xsd boolean value \"True\" if the IRI is intended to be the representative IRI for a collection of classes that are mutually equivalent.	
INFO	lowercase_definition	has ectoparasite [RO:0002633]	definition [IAO:0000115]	inverse of ectoparasite of	
INFO	lowercase_definition	has mesoparasite [RO:0002637]	definition [IAO:0000115]	inverse of mesoparasite of	
INFO	lowercase_definition	has intercellular endoparasite [RO:0002639]	definition [IAO:0000115]	inverse of intercellular endoparasite of	
INFO	lowercase_definition	has intracellular endoparasite [RO:0002641]	definition [IAO:0000115]	inverse of intracellular endoparasite of	
INFO	lowercase_definition	produces [RO:0003000]	definition [IAO:0000115]	a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.	
INFO	lowercase_definition	produced by [RO:0003001]	definition [IAO:0000115]	a produced_by b iff some process that occurs_in b has_output a.	
INFO	lowercase_definition	has primary input or output [RO:0004007]	definition [IAO:0000115]	p 'has primary input ot output' c iff either (a) p 'has primary input' c or (b) p 'has primary output' c.	
INFO	lowercase_definition	has primary output [RO:0004008]	definition [IAO:0000115]	p has primary output c if (a) p has output c and (b) the goal of process is to modify, produce, or transform c.	
INFO	lowercase_definition	has primary input [RO:0004009]	definition [IAO:0000115]	p has primary input c if (a) p has input c and (b) the goal of process is to modify, consume, or transform c.	
INFO	lowercase_definition	acts upstream of, positive effect [RO:0004034]	definition [IAO:0000115]	c 'acts upstream of, positive effect' p if c is enables f, and f is causally upstream of p, and the direction of f is positive	
INFO	lowercase_definition	acts upstream of, negative effect [RO:0004035]	definition [IAO:0000115]	c 'acts upstream of, negative effect' p if c is enables f, and f is causally upstream of p, and the direction of f is negative	
INFO	lowercase_definition	has epiphyte [RO:0008502]	definition [IAO:0000115]	inverse of epiphyte of	
INFO	lowercase_definition	kleptoparasitized by [RO:0008504]	definition [IAO:0000115]	inverse of kleptoparasite of	
INFO	lowercase_definition	has eggs laid on by [RO:0008508]	definition [IAO:0000115]	inverse of lays eggs on	
INFO	lowercase_definition	has substance added [RO:0009001]	definition [IAO:0000115]	\"has substance added\" is a relation existing between a (physical) entity and a substance in which the entity has had the substance added to it at some point in time.@en	
INFO	lowercase_definition	has substance removed [RO:0009002]	definition [IAO:0000115]	\"has substance removed\" is a relation existing between two physical entities in which the first entity has had the second entity (a substance) removed from it at some point in time.@en	
INFO	lowercase_definition	immersed in [RO:0009003]	definition [IAO:0000115]	\"immersed in\" is a relation between a (physical) entity and a fluid substance in which the entity is wholely or substantially surrounded by the substance.@en	
INFO	lowercase_definition	has consumer [RO:0009004]	definition [IAO:0000115]	'has consumer' is a relation between a material entity and an organism in which the former can normally be digested or otherwise absorbed by the latter without immediate or persistent ill effect.@en	
INFO	lowercase_definition	has primary substance added [RO:0009005]	definition [IAO:0000115]	'has primary substance added' indicates that an entity has had the given substance added to it in a proportion greater than any other added substance.@en	
INFO	lowercase_definition	realized in response to [RO:0009501]	definition [IAO:0000115]	r 'realized in response to' s iff, r is a realizable (e.g. a plant trait such as responsivity to drought), s is an environmental stimulus (a process), and s directly causes the realization of r.	
INFO	lowercase_definition	is carrier of [RO:0010002]	definition [IAO:0000115]	*b* is carrier of *c* at time *t* if and only if *c* *g-depends on* *b* at *t*	
INFO	lowercase_definition	has anatomical participant [RO:0040036]	definition [IAO:0000115]	p has anatomical participant c iff p has participant c, and c is an anatomical entity	
INFO	lowercase_definition	in pro-orthology relationship with [RO:HOM0000025]	definition [IAO:0000115]	1:many orthology that involves a gene in species A and one of its ortholog in species B, when duplications more recent than the species split have occurred in species B but not in species A.	
INFO	lowercase_definition	in semi-orthology relationship with [RO:HOM0000026]	definition [IAO:0000115]	1:many orthology that involves a gene in species A and its ortholog in species B, when duplications more recent than the species split have occurred in species A but not in species B.	
INFO	missing_superclass	GO_0004872 [GO:0004872]	rdfs:subClassOf		
INFO	missing_superclass	Obsolete Class [oboInOwl:ObsoleteClass]	rdfs:subClassOf		
INFO	missing_superclass	image [foaf:image]	rdfs:subClassOf		
